lon,lat,campground_code,campground_name,type,phone_number,dates_open,comments,num_campsite,amenities,state,bearing_to_town,nearest_town,toilets,drinking_water,reservations,showers,pets,opening_week,closing_week,elevation_m,distance_to_town_km
-81.845,42.32,ROND,Rondeau Provincial Park,PP,519-674-1750,NA,NA,262,E FT DW RS,ON,S,Morpeth,flush,TRUE,TRUE,NA,NA,NA,NA,NA,8.05
-94.234,49.68,RUSH,Rushing River Provincial Park,PP,807--548-4351,NA,NA,217,E FT DW RS,ON,SE,Kenora,flush,TRUE,TRUE,NA,NA,NA,NA,NA,20.76
-78.86,46.283,SAMU,Samuel de Champlain Provincial Park,PP,705-744-2276,NA,NA,215,E FT DW RS,ON,E,Calvin,flush,TRUE,TRUE,NA,NA,NA,NA,NA,4.99
-77.26,43.9,SAND,Sandbanks Provincial Park,PP,613-393-3319,NA,NA,549,E FT DW RS,ON,S,Prince Edward,flush,TRUE,TRUE,NA,NA,NA,NA,NA,11.1
-91.55,49.46,SANL,Sandbar Lake Provincial Park,PP,807-934-2995,NA,NA,74,E FT DW RS,ON,NA,NA,flush,TRUE,TRUE,NA,NA,NA,NA,NA,NA
-81.25,44.68,SAUB,Sauble Falls Provincial Park,PP,519-422-1952,NA,NA,152,E FT DW SH RS,ON,SW,Wiarton,flush,TRUE,TRUE,TRUE,NA,NA,NA,NA,11.1
-81.31,44.347,SAUG,Saugeen Bluffs Conservation Area,AUTH,519-353-7206,NA,NA,210,WE,ON,NW,Paisley,NA,NA,NA,NA,NA,NA,NA,NA,5.31
-79.956,42.812,SELK,Selkirk Provincial Park,PP,905-776-2600,NA,NA,142,E FT DW RS,ON,SW,Haldimand,flush,TRUE,TRUE,NA,NA,NA,NA,NA,14.48
-76.727,44.774,SHAR,Sharbot Lake Provincial Park,PP,613-335-2814,NA,NA,185,E FT DW RS,ON,W,Sharbot Lake,flush,TRUE,TRUE,NA,NA,NA,NA,NA,3.06
-83.82,47.862,SHOA,Shoals Provincial Park,PP,705--864-1160,NA,NA,44,NH VT DW NR,ON,NA,NA,vault,TRUE,FALSE,NA,NA,NA,NA,468,NA
-79.32,44.33,SIBB,Sibbald Point Provincial Park,PP,905-722-8061,NA,NA,604,E FTVT DW RS,ON,E,Georgina,flush_and_vault,TRUE,TRUE,NA,NA,NA,NA,NA,9.98
-78.072,44.925,SILE,Silent Lake Provincial Park,PP,613-339-2807,NA,NA,167,NH VT DW RS,ON,E,Highlands East,vault,TRUE,TRUE,NA,NA,NA,NA,NA,10.94
-76.575,44.832,SILV,Silver Lake Provincial Park,PP,613-268-2000,NA,NA,148,E FT DW RS,ON,W,Maberly,flush,TRUE,TRUE,NA,NA,NA,NA,NA,2.74
-94.047,49.429,SIOU,Sioux Narrows Provincial Park,PP,807--226-5223,NA,NA,71,E FT DW NR,ON,N,Sioux Narrows Nestor Falls,flush,TRUE,FALSE,NA,NA,NA,NA,NA,36.37
-79.769,44.901,SIXM,Six Mile Lake Provincial Park,PP,705-756-2746,NA,NA,217,E FT DW RS,ON,NA,NA,flush,TRUE,TRUE,NA,NA,NA,NA,NA,NA
-88.709,48.484,SLEE,Sleeping Giant Provincial Park,PP,807-977-2526,NA,NA,200,E FT DW RS,ON,E,Thunder Bay,flush,TRUE,TRUE,NA,NA,NA,NA,NA,41.36
-80.42,45.62,STUR,Sturgeon Bay Provincial Park,PP,705-366-2521,NA,NA,81,E FT DW RS,ON,S,The Archipelago,flush,TRUE,TRUE,NA,NA,NA,NA,NA,3.38
-78.719,45.513,TEAL,Tea Lake - Algonquin Provincial Park,PP,705-633-5572,NA,NA,40,RS,ON,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
-79.957,43.725,TERR,Terra Cotta Conservation Area,CP,NA,NA,NA,137,NA,ON,NE,Halton Hills,NA,NA,NA,NA,NA,NA,NA,NA,9.98
-80.65,51.22,TIDE,Tidewater Provincial Park,PP,705--336-2987,NA,NA,20,NH VT DW NR,ON,S,Moosonee,vault,TRUE,FALSE,NA,NA,NA,NA,NA,5.95
-79.81,44.02,TOTT,Tottenham Conservation Area,AUTH,705-424-1479,NA,NA,NA,NA,ON,S,New Tecumseth,NA,NA,NA,NA,NA,NA,NA,NA,15.45
-89.19,48.49,TROW,Trowbridge Falls,CP,807-683-6661,NA,NA,150,WE,ON,E,Murillo,NA,NA,NA,NA,NA,NA,NA,NA,24.62
-80.337,42.701,TURK,Turkey Point Provincial Park,PP,519-426-3239,NA,NA,235,E FT DW RS,ON,NA,NA,flush,TRUE,TRUE,NA,NA,NA,NA,NA,NA
-75.014,44.963,UPPE,Upper Canada Sanctuary - St. Lawrence,AUTH,613-537-2024,mid may-late oct,NA,70,NA,ON,SW,Ingleside,NA,NA,NA,NA,NA,20,43,NA,4.35
-80.144,43.388,VALE,Valens Conservation Area,AUTH,905-525-2183,NA,NA,220,NA,ON,E,Cambridge,NA,NA,NA,NA,NA,NA,NA,NA,14
-74.45,45.56,VOYA,Voyageur Provincial Park,PP,613-674-2825,NA,NA,416,E FT DW RS,ON,NA,NA,flush,TRUE,TRUE,NA,NA,NA,NA,NA,NA
-82.864,47.511,WAKA,Wakami Lake Provincial Park,PP,705-233-2853,NA,NA,65,NH VT DW RS,ON,NA,NA,vault,TRUE,TRUE,NA,NA,NA,NA,NA,NA
-78.131,44.462,WARS,Warsaw Caves Conservation Area,AUTH,705-745-5791,NA,NA,50,NA,ON,N,Warsaw,NA,NA,NA,NA,NA,NA,NA,NA,3.54
-81.948,42.997,WARW,Warwick Conservation Area,AUTH,519-849-6770,NA,NA,80,WE,ON,NW,Watford,NA,NA,NA,NA,NA,NA,NA,NA,7.89
-80.317,42.931,WATE,Waterford North Conservation Area,AUTH,519-443-0571,NA,NA,NA,NA,ON,N,Saint Williams,NA,NA,NA,NA,NA,NA,NA,NA,30.42
-81.466,43.828,WAWA,Wawanosh Park Conservation Area,AUTH,519-524-6429,NA,NA,NA,NA,ON,NE,Auburn,NA,NA,NA,NA,NA,NA,NA,NA,8.05
-82.444,42.093,WHEA,Wheatley Provincial Park,PP,519-825-4659,NA,NA,220,E FT DW RS,ON,E,Wheatley,flush,TRUE,TRUE,NA,NA,NA,NA,NA,1.61
-85.648,48.72,WHIL,White Lake Provincial Park,PP,807-822-2447,NA,NA,187,E FT DW RS,ON,N,Mobert,flush,TRUE,TRUE,NA,NA,NA,NA,NA,4.18
-81.068,43.267,WILD,Wildwood Conservation Area,AUTH,519-284-2931,NA,NA,460,WE,ON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-81.441,46.619,WIND,Windy Lake Provincial Park,PP,705-966-2315,NA,NA,93,E FT DW RS,ON,W,Onaping,flush,TRUE,TRUE,NA,NA,NA,NA,NA,2.41
-74.947,44.997,WOOD,Woodlands Campsite - St. Lawrence,AUTH,800-437-2233,mid may-late aug,NA,170,WE FT DW,ON,SW,Long Sault,flush,TRUE,NA,NA,NA,20,34,NA,5.79
-62.582,46.202,BRUD,Brudenell River Provincial Park,PP,902-652-8966,NA,NA,25,WES FT DW RS,PE,NW,Georgetown,flush,TRUE,TRUE,NA,NA,NA,NA,NA,4.18
-63.706,46.558,CABO,Cabot Beach Provincial Park,PP,902-836-8945,NA,NA,170,WES FT DW RS,PE,N,Lot 18,flush,TRUE,TRUE,NA,NA,NA,NA,NA,4.18
-63.406,46.499,CAVE,Cavendish -  Prince Edward Island National Park,CNP,902-672-6350,NA,NA,300,RS,PE,N,Green Gables,NA,NA,TRUE,NA,NA,NA,NA,NA,1.45
-64.381,46.623,CEDA,Cedar Dunes Provincial Park,PP,902-859-8785,NA,NA,60,WE FT DW RS,PE,SW,Oleary,flush,TRUE,TRUE,NA,NA,NA,NA,NA,14.97
-63.89,46.591,GREE,Green Park Provincial Park,PP,902-831-7912,NA,NA,60,WES FT DW RS,PE,NE,Tyne Valley,flush,TRUE,TRUE,NA,NA,NA,NA,NA,3.38
-63.99,46.979,JACQ,Jacques Cartier Provincial Park,PP,902-853-8632,NA,NA,80,WES FT DW RS,PE,NE,Tignish,flush,TRUE,TRUE,NA,NA,NA,NA,NA,4.51
-63.856,46.399,LINK,Linkletter Provincial Park,PP,902-888-8366,NA,NA,90,WES FT DW RS,PE,W,Summerside,flush,TRUE,TRUE,NA,NA,NA,NA,NA,5.15
-62.912,46.095,LORD,Lord Selkirk Provincial Park,PP,902-659-7221,NA,NA,80,WE FT DW RS,PE,NW,Belfast,flush,TRUE,TRUE,NA,NA,NA,NA,NA,3.06
-64.179,46.75,MILL,Mill River Provincial Park,PP,902-859-8786,NA,NA,75,WES FT DW RS,PE,E,Bloomfield Station,flush,TRUE,TRUE,NA,NA,NA,NA,NA,6.44
-62.72,45.965,NORT,Northumberland Provincial Park,PP,902-962-7418,NA,NA,50,WES FT DW RS,PE,E,Belle River,flush,TRUE,TRUE,NA,NA,NA,NA,NA,8.69
-62.47,46.12,PANM,Panmure Island Provincial Park,PP,902-838-0668,NA,NA,45,WE FT DW RS,PE,SE,Georgetown,flush,TRUE,TRUE,NA,NA,NA,NA,NA,8.69
-62.134,46.369,REDP,Red Point Provincial Park,PP,902-357-3075,NA,NA,130,WES FT DW RS,PE,SW,Elmira,flush,TRUE,TRUE,NA,NA,NA,NA,NA,9.66
-62.601,46.415,STPE,St. Peters Community Park,CP,902-961-2786,NA,NA,70,NA,PE,W,Saint Peters Bay,NA,NA,NA,NA,NA,NA,NA,NA,1.61
-63.107,46.42,STAN,Stanhope -  Prince Edward Island National Park,CNP,902-672-6350,NA,NA,125,RS,PE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
-71.17,45.975,BAIA,Baie aux Rats Musques - Frontenac Provincial Park,PP,418-486-2300,NA,NA,57,FT RS,QC,NA,NA,flush,NA,TRUE,NA,NA,NA,NA,NA,NA
-74.001,46.425,BAIM,Baie des Maries - Mont Tremblant Provincial Park,PP,NA,NA,NA,NA,VT,QC,NA,NA,vault,NA,NA,NA,NA,NA,NA,NA,NA
-70.243,48.197,BAIE,Baie Eternite - Saguenay Provincial Park,PP,877-272-5224,NA,NA,84,RS,QC,SW,Lanse-Saint-Jean,NA,NA,TRUE,NA,NA,NA,NA,NA,5.15
-74.237,50.27,BAIP,Baie Penicouane - Albanel Mistassini Reserve,PR,418-748-7748,NA,NA,25,WE NR,QC,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA
-71.166,45.814,BAIS,Baie Sauvage - Frontenac Provincial Park,PP,418-486-2300,NA,NA,200,RS,QC,NW,Saint-Romain,NA,NA,TRUE,NA,NA,NA,NA,NA,6.44
-71.717,48.24,BELR,Belle Riviere - Laurentides Reserve,PR,418-864-2161,NA,NA,30,NH RS,QC,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
-68.764,48.352,BICP,Bic Provincial Park,PP,418-736-5035,NA,NA,110,FT RS,QC,SW,Rimouski,flush,NA,TRUE,NA,NA,NA,NA,NA,20.44
-64.224,48.815,CAPB,Cap Bon Ami - Forillon National Park,CNP,418-368-5505,NA,NA,41,FT RS,QC,SE,Cloridorme,flush,NA,TRUE,NA,NA,NA,NA,NA,64.37
-74.2,45.26,COTE,Coteau Landing,PP,514-267-1511,NA,NA,144,E NR,QC,E,Les Coteaux,NA,NA,FALSE,NA,NA,NA,NA,NA,0.64
-64.224,48.829,DESR,Des Rosiers - Forillon National Park,CNP,418-368-5505,NA,NA,155,FT RS,QC,NA,NA,flush,NA,TRUE,NA,NA,NA,NA,NA,NA
-66.791,48.676,ETAN,Etang a la Truite - Matane Reserve,PR,418-562-3700,NA,NA,20,WE RS,QC,SE,Saint-Jean-De-Cherbourg,NA,NA,TRUE,NA,NA,NA,NA,NA,29.45
-74.056,46.465,GRAN,Grand Pin - Mont Tremblant Provincial Park,PP,NA,NA,NA,NA,RS,QC,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
-70.16,47.668,HAUT,Haute Gorges de la Riveire Malbaie,PP,418-439-1227,NA,NA,NA,VT RS,QC,NW,La Malbaie,vault,NA,TRUE,NA,NA,NA,NA,NA,1.45
-67.275,48.647,JOHN,John - Matane Reserve,PR,418-224-3345,NA,NA,15,NH RS,QC,SE,Saint-René-De-Matane,NA,NA,TRUE,NA,NA,NA,NA,NA,28.97
-72.766,47.457,TUQU,La Tuque Municipal Park,CP,819-523-4561,NA,NA,425,WE FT,QC,NE,La Tuque,flush,NA,NA,NA,NA,NA,NA,NA,2.41
-73.017,51.074,LAAL,Lac Albanel - Albanel Mistassini Reserve,PR,NA,NA,NA,45,RS,QC,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
-70.777,47.664,LACA,Lac Athrabaska - Grande Jardins Provincial Park,PP,418-439-1227,NA,NA,35,FT RS,QC,NW,Saint-Urbain-De-Charlevoix,flush,NA,TRUE,NA,NA,NA,NA,707,21.24
-74.307,46.431,LACR,Lac aux Rats - Mont Tremblant Provincial Park,PP,NA,NA,NA,11,VT RS,QC,NA,NA,vault,NA,TRUE,NA,NA,NA,NA,NA,NA
-72.391,46.869,LAAU,Lac aux Sables - Mastigouche Reserve,PR,NA,NA,NA,NA,RS,QC,N,Lac-Aux-Sables,NA,NA,TRUE,NA,NA,NA,NA,NA,0.8
-72.231,47.193,LABE,Lac Bellevue - Portneuf Reserve,PR,NA,NA,NA,50,RS,QC,W,Linton,NA,NA,TRUE,NA,NA,NA,NA,NA,12.23
-66.316,48.936,LACC,Lac Cascapedia - Gaspesie Provincial Park,PP,888-727-2427,NA,NA,49,FT RS,QC,S,Cap-Au-Renard,flush,NA,TRUE,NA,NA,NA,NA,530,29.45
-74.175,49.508,LARR,Lac Charron - Ashuapmushuan Reserve,PR,NA,NA,primitive,10,RS,QC,NW,Lac-Ashuapmushuan,NA,NA,TRUE,NA,NA,NA,NA,NA,57.94
-74.526,46.309,LACH,Lac Chat - Mont Tremblant Provincial Park,PP,819-688-2281,NA,NA,36,VT RS,QC,NA,NA,vault,NA,TRUE,NA,NA,NA,NA,NA,NA
-73.586,49.142,LACG,Lac Chigoubiche - Ashuapmushuan Reserve,PR,418-256-3806,NA,NA,30,NH RS,QC,S,Lac-Ashuapmushuan,NA,NA,TRUE,NA,NA,NA,NA,NA,1.29
-73.703,46.702,LACB,Lac de la Bouteille - Mastigouche Reserve,PR,NA,NA,NA,NA,RS,QC,E,Saint-Michel-Des-Saints,NA,NA,TRUE,NA,NA,NA,NA,NA,19.79
-76.222,46.78,LACV,Lac de la Vieille - La Verendrye Reserve,PR,819-438-2017,NA,NA,78,WE RS,QC,N,Lac-Pythonga,NA,NA,TRUE,NA,NA,NA,NA,NA,47.15
-74.406,46.429,LADS,Lac des Sables - Mont Tremblant Provincial Park,PP,NA,NA,NA,26,VT RS,QC,NA,NA,vault,NA,TRUE,NA,NA,NA,NA,499,NA
-74.652,46.475,LASU,Lac des Sucreries - Rouge Matawin Reserve,PR,819-275-1811,NA,NA,160,WE RS,QC,NE,La Macaza,NA,NA,TRUE,NA,NA,NA,NA,NA,14.48
-73.11,46.967,LACD,Lac Dunbar - Saint Maurice Reserve,PR,819-646-5687,NA,NA,NA,RS,QC,SE,Lac-Normand,NA,NA,TRUE,NA,NA,NA,NA,NA,15.45
-75.459,45.938,LAEC,Lac Echo - Papineau Labelle Reserve,PR,819-454-2011,NA,NA,55,NH NW RS,QC,NE,Val-Des-Bois,NA,FALSE,TRUE,NA,NA,NA,NA,NA,4.99
-74.477,46.432,LACE,Lac Escalier - Mont Tremblant Provincial Park,PP,NA,NA,NA,90,VT RS,QC,NA,NA,vault,NA,TRUE,NA,NA,NA,NA,NA,NA
-72.171,45.38,LACF,Lac Fraser - Mont Orford Provincial Park.,PP,800-665-6527,NA,NA,149,FT RS,QC,N,Orford,flush,NA,TRUE,NA,NA,NA,NA,NA,7.24
-74.171,46.473,LAGI,Lac Girondin - Mont Tremblant Provincial Park,PP,NA,NA,NA,NA,VT RS,QC,NA,NA,vault,NA,TRUE,NA,NA,NA,NA,NA,NA
-70.779,48.002,LAHA,Lac Ha Ha Municipal Park Â ,CP,418-676-2373,NA,NA,70,NA,QC,S,Ferland-Et-Boilleau,NA,NA,NA,NA,NA,NA,NA,NA,12.07
-74.343,46.434,LAHE,Lac Herman - Mont Tremblant Provincial Park,PP,NA,NA,NA,15,VT RS,QC,NA,NA,vault,NA,TRUE,NA,NA,NA,NA,509,NA
-73.178,46.985,LACI,Lac Inman - Saint Maurice Reserve,PR,819-646-5687,NA,NA,NA,RS,QC,SE,Lac-Normand,NA,NA,TRUE,NA,NA,NA,NA,NA,11.1
-75.198,46.313,LAJO,Lac Joinville - Papineau Labelle Reserve,PR,819-454-2011,NA,NA,55,NH NW RS,QC,SW,Nominingue,NA,FALSE,TRUE,NA,NA,NA,NA,NA,15.45
-74.284,46.421,LALA,Lac Lajoie - Mont Tremblant Provincial Park,PP,819-424-7012,NA,NA,12,VT RS,QC,NA,NA,vault,NA,TRUE,NA,NA,NA,NA,NA,NA
-78.691,48.433,LAMT,Lac Matissard - Aiguebelle Provincial Park,PP,819-637-7322,NA,NA,53,FT RS,QC,N,Mont-Brun,flush,NA,TRUE,NA,NA,NA,NA,NA,7.24
-74.504,46.34,LAME,Lac Monroe (East) - Mont Tremblant,PP,819-688-2281,NA,multiple campgrounds,NA,VT RS,QC,NA,NA,vault,NA,TRUE,NA,NA,NA,NA,NA,NA
-74.508,46.332,LAMW,Lac Monroe (West) - Mont Tremblant,PP,819-688-2281,NA,multiple campgrounds,NA,VT RS,QC,NA,NA,vault,NA,TRUE,NA,NA,NA,NA,NA,NA
-73.255,47.083,LACN,Lac Normand - Saint Maurice Reserve,PR,819-646-5687,NA,NA,70,E RS,QC,NW,Lac-Normand,NA,NA,TRUE,NA,NA,NA,NA,NA,1.61
-76.007,45.602,LACP,Lac Phillipe - Gatineau Park,PP,819-456-3016,NA,NA,246,WE FT NR,QC,NA,NA,flush,NA,FALSE,NA,NA,NA,NA,NA,NA
-74.275,46.404,LAPR,Lac Provost - Mont Tremblant Provincial Park,PP,819-424-7012,NA,multiple campgrounds,46,FT RS,QC,NA,NA,flush,NA,TRUE,NA,NA,NA,NA,NA,NA
-76.731,47.228,LARA,Lac Rapide - La Verendrye Reserve,PR,819-438-2017,NA,NA,92,NH RS,QC,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
-68.211,48.017,LARI,Lac Rimouski - Rimouski Reserve,PR,418-735-5672,NA,NA,20,WE RS,QC,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
-73.322,46.562,LASB,Lac Sainte Bernard - Mastigouche Reserve,PR,819-265-6055,NA,NA,100,NH RS,QC,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
-74.505,46.515,LASN,Lac Savane Nord - Mont Tremblant Provincial Park,PP,NA,NA,NA,17,VT RS,QC,NA,NA,vault,NA,TRUE,NA,NA,NA,NA,NA,NA
-74.51,46.506,LASO,Lac Savane Ouest - Mont Tremblant Provincial Park,PP,NA,NA,NA,13,VT RS,QC,NA,NA,vault,NA,TRUE,NA,NA,NA,NA,NA,NA
-76.4,46.757,LASA,Lac Savary - La Verendrye Reserve,PR,819-438-2017,NA,NA,57,WE RS,QC,N,Lac-Pythonga,NA,NA,TRUE,NA,NA,NA,NA,NA,42
-72.239,45.361,LACS,Lac Stukely - Mont Orford Provincial Park.,PP,800-665-6527,NA,NA,334,FT RS,QC,NE,Eastman,flush,NA,TRUE,NA,NA,NA,NA,NA,9.01
-67.134,50.142,LAWA,Lac Walker - Port Cartier Reserve,PR,418-766-4743,NA,NA,50,WE RS,QC,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
-71.104,48.635,LOAS,LOasis Municipal Park,CP,418-673-3066,NA,NA,60,NA,QC,N,Saint-David-De-Falardeau,NA,NA,NA,NA,NA,NA,NA,NA,1.61
-74.253,46.34,LOUR,Lours - Mont Tremblant Provincial Park,PP,819-688-2281,NA,NA,58,FT RS,QC,NW,Saint-Donat-De-Montcalm,flush,NA,TRUE,NA,NA,NA,NA,NA,3.38
-71.225,47.559,LOUT,Loutre - Laurentides Reserve,PR,418-846-2201,NA,NA,125,WE RS,QC,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,801,NA
-66.125,48.947,MONA,Mont Albert - Gaspesie Provincial Park,PP,888-727-2427,NA,NA,122,FT RS,QC,S,La Martre,flush,NA,TRUE,NA,NA,NA,NA,NA,28.81
-71.074,45.39,MONM,Mont Megantic Provincial Park,PP,819-888-2941,NA,NA,13,RS,QC,NW,Notre-Dame-Des-Bois,NA,NA,TRUE,NA,NA,NA,NA,550,3.86
-74.046,45.47,OKAP,Oka Provincial Park,PP,450-479-8365,NA,5 campgrounds,855,FT RS,QC,E,Oka,flush,NA,TRUE,NA,NA,NA,NA,NA,2.74
-72.615,45.431,YAMA,Parc National de la Yamaska,PP,450-776-7182,mid may-mid oct,good bike trails-swimming,169,E DP FT DW SH RS,QC,E,Granby,flush,TRUE,TRUE,TRUE,NA,20,42,NA,9.82
-64.258,48.81,PETI,Petite Gaspe - Forillon National Park,CNP,418-368-5505,NA,NA,171,FT RS,QC,SE,Cloridorme,flush,NA,TRUE,NA,NA,NA,NA,NA,62.76
-70.621,47.65,PIED,Pied des Monts - Grande Jardins Provincial Park,PP,418-439-1227,NA,NA,NA,RS,QC,NW,Saint-Urbain-De-Charlevoix,NA,NA,TRUE,NA,NA,NA,NA,NA,11.91
-65.469,48.022,PLAG,Plage Beaubassin Municipal Park,CP,418-534-3246,NA,NA,250,WE FT,QC,S,Bonaventure,flush,NA,NA,NA,NA,NA,NA,NA,3.38
-75.066,45.601,PLAI,Plaisance Provincial Park,PP,819-427-5334,NA,NA,150,RS,QC,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
-71.872,48.686,POIT,Pointe Taillon Provincial Park,PP,413-347-5371,NA,NA,80,VT RS,QC,NW,Taillon,vault,NA,TRUE,NA,NA,NA,NA,NA,4.35
-64.968,48.247,PORD,Port Daniel Reserve,PR,418-396-2789,NA,NA,40,WES RS,QC,N,Port-Daniel-Gascons,NA,NA,TRUE,NA,NA,NA,NA,NA,7.4
-72.813,46.752,RIVI,Riviere a la Peche - La Mauricie National Park,CNP,819-538-3232,NA,NA,254,FT RS,QC,N,Shawinigan,flush,NA,TRUE,NA,NA,NA,NA,NA,21.89
-74.508,46.262,SABL,Sablonniere - Mont Tremblant Provincial Park,PP,819-688-2281,NA,NA,51,RS,QC,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA
-72.56,48.772,STFE,St. Felicien Municipal Park,CP,418-679-1719,NA,NA,285,WE FT,QC,S,Saint-Edmond-Les-Plaines,flush,NA,NA,NA,NA,NA,NA,NA,14.16
-74.983,46.509,STVE,St. Veronique Municipal Park,CP,819-275-2155,NA,NA,185,WE FT,QC,SW,Lascension,flush,NA,NA,NA,NA,NA,NA,NA,12.55
-71.329,47.04,STON,Stoneham,CP,418-848-2233,NA,NA,260,WES,QC,S,Stoneham-Et-Tewkesbury,NA,NA,NA,NA,NA,NA,NA,NA,13.04
-72.491,45.908,VOLT,Voltigeurs,CP,819-477-1360,NA,NA,271,WE FT,QC,N,Drummondville,flush,NA,NA,NA,NA,NA,NA,NA,3.06
-73.043,46.734,WAPI,Wapizagonke - La Mauricie National Park,CNP,819-538-3232,NA,NA,219,FT RS,QC,NA,NA,flush,NA,TRUE,NA,NA,NA,NA,NA,NA
-102.275,49.267,ALAM,Alameda Campground,CP,NA,NA,NA,NA,WES DP FT DW SH,SK,NA,Alameda,flush,TRUE,NA,TRUE,NA,NA,NA,NA,NA
-105.946,53.714,ANDE,Anderson Point  - Anglin Lake Provincial Rec Site,PP,306-982-6250,NA,NA,60,NR,SK,S,Waskesiu Lake,NA,NA,FALSE,NA,NA,NA,NA,519,24.94
-108.413,50.28,ANTE,Antelope Lake Regional Park,CP,306-672-3933,early may-mid oct,NA,60,E DP FT DW SH,SK,NA,GullLake,flush,TRUE,NA,TRUE,NA,18,42,732,NA
-101.682,52.831,ARMI,Armit Riser  Provincial Rec Site,PP,NA,NA,NA,NA,NR,SK,E,Hudson Bay,NA,NA,FALSE,NA,NA,NA,NA,NA,47.48
-108.859,52.835,ATTO,Attons Lake Regional Park,CP,306-398-2814,NA,NA,105,NA,SK,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,NA
-104.622,54.103,BALD,Baldy Lake  - Narrow Hills Provincial Park,PP,306-426-2622,NA,NA,NA,NR,SK,NE,Candle Lake,NA,NA,FALSE,NA,NA,NA,NA,598,56.65
-108.388,53.128,BATT,Battlefords Provincial Park,PP,306-386-2212,NA,NA,317,RS,SK,NW,Cochin,NA,NA,TRUE,NA,NA,NA,NA,554,6.12
-107.875,54.516,BEAT,Beatty Lake Provincial Park,PP,NA,NA,NA,NA,NR,SK,N,Green Lake,NA,NA,FALSE,NA,NA,NA,NA,NA,25.59
-106.073,53.927,BEAG,Beaver Glen  - Prince Albert National Park,CNP,306-663-4522,NA,NA,215,RS,SK,NE,Waskesiu Lake,NA,NA,TRUE,NA,NA,NA,NA,553,0.64
-107.856,54.427,BEAV,Beaver/Cowan River  - Cowan River Provincial Park,PP,NA,NA,NA,NA,NR,SK,N,Green Lake,NA,NA,FALSE,NA,NA,NA,NA,460,15.77
-105.132,49.384,BENG,Bengough Regional Park,CP,306-268-2909,NA,NA,34,NA,SK,NA,NA,NA,NA,NA,NA,NA,NA,NA,692,NA
-105.967,50.468,RECA,Besant Provincial Rec Site,PP,NA,NA,NA,NA,NR,SK,W,Caron,NA,NA,FALSE,NA,NA,NA,NA,600,6.44
-107.024,53.839,BIGR,Big River Regional Park,CP,NA,early may-mid sep,NA,40,WES DP FT DW SH,SK,NA,Big River,flush,TRUE,NA,TRUE,NA,18,37,488,NA
-107.166,53.226,BIGS,Big Shell Lake  - Shell Lake Provincial Park,PP,NA,NA,NA,NA,NR,SK,NE,Mullingar,NA,NA,FALSE,NA,NA,NA,NA,586,36.53
-106.451,51.756,BLAC,Blackstrap Provincial Park,PP,306-492-5675,NA,NA,50,NR,SK,SE,Dundurn,NA,NA,FALSE,NA,NA,NA,NA,595,7.08
-107.142,52.376,BORD,Borden Bridge  Provincial Rec Site,PP,NA,NA,NA,NA,NR,SK,SE,Borden,NA,NA,FALSE,NA,NA,NA,NA,462,7.4
-108.853,53.645,BRIG,Brightsand Lake  Provincial Rec Site,PP,NA,NA,NA,NA,NR,SK,NE,Spruce Lake,NA,NA,FALSE,NA,NA,NA,NA,636,19.15
-105.396,50.587,BUFF,Buffalo Pound  Provincial Park,PP,306-694-3229,NA,NA,180,RS,SK,S,Findlater,NA,NA,TRUE,NA,NA,NA,NA,507,22.21
-102.431,51.641,CANR,Canora Town Park,CP,306-563-4355,NA,NA,11,NA,SK,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,NA
-106.545,53.363,CANW,Canwood Regional Park,CP,306-468-2663,NA,NA,NA,NA,SK,NA,NA,NA,NA,NA,NA,NA,NA,NA,535,NA
-107.76,53.753,CHIT,Chitek Lake Provincial Rec Site,PP,NA,NA,NA,NA,NR,SK,W,Chitek Lake,NA,NA,FALSE,NA,NA,NA,NA,569,1.61
-101.893,50.892,CHUT,Churchbridge Town Park,CP,306-896-2240,NA,NA,33,NA,SK,NA,NA,NA,NA,NA,NA,NA,NA,NA,529,NA
-109.843,54.565,COLD,Cold Lake - Meadow Lake Provincial Park,PP,306-236-7680,NA,NA,NA,NR,SK,N,Pierceland,NA,NA,FALSE,NA,NA,NA,NA,531,25.11
-106.944,51.31,COLW,Coldwell Provincial Rec Site,PP,NA,NA,NA,NA,NR,SK,E,Macrorie,NA,NA,FALSE,NA,NA,NA,NA,497,9.98
