lon,lat,campground_code,campground_name,type,phone_number,dates_open,comments,num_campsite,amenities,state,bearing_to_town,nearest_town,toilets,drinking_water,reservations,showers,elevation_m,distance_to_town_km,station_code,station_elevation,station_dist_km
-119.441,50.174,ELLI,Ellison Provincial Park,PP,250-545-9943,NA,NA,71,RS,BC,SW,Vernon,NA,NA,TRUE,NA,NA,15.77,CA001125700,501,13.81
-106.608,40.507,HIDD,Hidden Lakes,NF,970-723-8204/307-745-2300,NA,NA,9,NH ND 22ft VT DW NS NR L$,CO,SW,Walden,vault,TRUE,FALSE,FALSE,2716,37.01,USS0006J29S,3200,7.12
-106.469,38.638,QUAR,Quartz,NF,970-641-0471/970-874-6600,mid jun-mid sep,NA,10,NH ND 16ft VT DW NS NR L$,CO,NE,Pitkin,vault,TRUE,FALSE,FALSE,3010,5.31,USS0006L05S,3213,11.03
-106.574,37.378,STUN,Stunner,NF,719-274-8971/719-852-5941,NA,NA,10,NH ND 22ft VT NW NS NR N$,CO,W,La Jara,vault,FALSE,FALSE,FALSE,3012,55.52,USS0006M23S,3353,2.14
-121.39,50.348,GOLP,Goldpan Provincial Park,PP,250-455-2708,NA,NA,14,NR,BC,S,Spences Bridge,NA,NA,FALSE,NA,NA,7.72,CA001114746,225,20.08
-108.033,33.185,BLAC,Black Canyon Upper,NF,505-753-7331,early may-late sep,2 sites,NA,NH ND VT NW NS RS N$,NM,N,Mimbres,vault,FALSE,TRUE,FALSE,2057,37.01,USC00293530,1718,16.33
-106.605,40.585,TEAK,Teal Lake,NF,970-723-8204/307-745-2300,NA,NA,17,NH ND 25ft VT DW NS NR L$,CO,SW,Walden,vault,TRUE,FALSE,FALSE,2702,31.7,USS0006J29S,3200,8.08
-106.599,40.557,GRIZ,Grizzly Creek,NF,NA,NA,NA,12,NH ND 18ft VT DW NS NR,CO,SW,Walden,vault,TRUE,FALSE,FALSE,2599,32.99,USS0006J29S,3200,7.12
-115.24,49.254,KIKO,Kikomun Creek Provincial Park,PP,250-422-3003,NA,NA,105,RS,BC,NA,NA,NA,NA,TRUE,NA,NA,NA,CA001152850,1001,28.44
-108.911,45.296,CIBR,City Park Campground - Bridger,CP,NA,NA,NA,NA,E DP,MT,E,Bridger,NA,NA,NA,NA,1115,0.16,USC00241102,1092,3.35
-110.769,46.992,ASPN,Aspen,NF,406-547-3361/406-791-7701,NA,NA,6,NH ND 50ft VT DW NS NR L$,MT,N,Neihart,vault,TRUE,FALSE,FALSE,1581,7.08,USS0010C22S,2259,11.01
-118.996,50.135,NICK,Nicklen Lake,SF,NA,NA,2wd OK-RVs can access,5,NH ND PT NW NS NR N$,BC,NA,NA,pit,FALSE,FALSE,FALSE,1311,NA,CA001128582,482,17.17
-114.346,48.936,KINT,Kintla Lake - Glacier National Park,NP,406-888-7800,NA,remote - very rough road - RVs not recommended,NA,NH PT DW NR,MT,N,Polebridge,pit,TRUE,FALSE,NA,1225,19.47,USS0014A11S,1311,31.21
-119.338,50.184,KEKU,Kekuli Bay Provincial Park,PP,250-545-8467,NA,NA,70,RS,BC,NA,NA,NA,NA,TRUE,NA,NA,NA,CA001128582,482,10.5
-120.655,50.316,HELM,Helmer Lake,SF,NA,NA,2wd OK-RVs can access,8,NH ND PT NW NS NR N$,BC,NA,NA,pit,FALSE,FALSE,FALSE,1341,NA,CA001125073,591,23.99
-106.922,35.721,HOL1,Holy Ghost,RES,NA,NA,NA,NA,NH ND 32ft NS,NM,NA,NA,NA,NA,NA,FALSE,1966,NA,USC00299031,2042,25.01
-106.787,41.468,SARA,Saratoga Lake Campground,CP,307-326-8335,NA,NA,50,E DP NS L$,WY,NE,Saratoga,NA,NA,NA,FALSE,2073,2.25,USC00487995,2073,4.08
-106.547,37.358,MIXL,Mix Lake,NF,719-274-8971/719-852-5941,NA,NA,22,NH ND 22ft VT DW NS NR,CO,NW,Antonito,vault,TRUE,FALSE,FALSE,3081,56.81,USS0006M23S,3353,2.46
-106.432,38.747,MIRR,Mirror Lake - Almont,NF,970-641-0471/970-874-6600,mid may-mid sep,NA,10,NH ND 16ft VT DW NS NR L$,CO,E,Almont,vault,TRUE,FALSE,FALSE,3358,37.01,USS0006L05S,3213,7.5
-119.463,50.211,EVEL,Evely,SF,NA,NA,2wd OK,50,NH ND PT NW NS NR L$,BC,SW,Vernon,pit,FALSE,FALSE,FALSE,NA,14.97,CA001125700,501,17.93
-120.316,50.3,PETE,Peterhope Lake N.,SF,NA,NA,2wd OK-large RVs can access - drive slow - trucks,27,NH ND PT NW NS NR L$,BC,NE,Quilchena,pit,FALSE,FALSE,FALSE,1097,18.99,CA00116C8P0,640,34.37
-106.492,39.996,PUMP,Pumphouse,BLM,NA,NA,NA,14,NH ND 30ft VT DW NS NR L$,CO,SW,Kremmling,vault,TRUE,FALSE,FALSE,2288,11.27,USC00054664,2274,12.59
-106.828,35.997,CLEA,Clear Creek,NF,505-289-3264/505-438-7840,NA,NA,15,NH ND VT NW NS NR L$,NM,E,Cuba,vault,FALSE,FALSE,FALSE,2577,12.07,USS0006P10S,2621,0.38
-106.657,36.694,HERO,Heron Lake State Park,SP,505-588-7470,mid may-mid sep,NA,300,WE 40ft FT DW RS PA,NM,SW,Los Ojos,flush,TRUE,TRUE,NA,2211,8.69,USC00292837,2054,12.99
-106.431,39.278,MAYQ,Mayqueen,NF,719-486-0749/719-545-8737,early jun-late aug,NA,27,NH DP 32ft VT DW NS RS,CO,W,Leadville,vault,TRUE,TRUE,FALSE,3036,12.39,USC00058064,2968,6.04
-106.436,39.404,GOLP,Gold Park,NF,970-827-5715/970-945-2521,mid may-mid sep,NA,11,NH ND 40ft VT DW NS NR,CO,S,Minturn,vault,TRUE,FALSE,FALSE,2826,20.28,USS0006K10S,3170,16.02
-106.425,38.623,MIDQ,Middle Quartz,NF,970-641-0471/970-874-6600,mid may-mid sep,NA,7,NH ND 16ft VT NW NS NR N$,CO,NW,Monarch,vault,FALSE,FALSE,FALSE,3125,13.04,USS0006L05S,3213,9.8
-106.421,39.067,TWIN,Twin Peaks,NF,719-486-0749/719-545-8737,NA,NA,37,NH DP 32ft VT DW NS NR,CO,NA,NA,vault,TRUE,FALSE,FALSE,2936,NA,USC00058501,2806,6.71
-106.418,39.152,ELBE,Elbert Creek,NF,719-486-0749/719-545-8737,mid may-mid sep,NA,17,NH ND 16ft VT DW NS NR,CO,SW,Leadville,vault,TRUE,FALSE,FALSE,3088,15.45,USC00058501,2806,8.67
-106.432,39.501,HALF,Halfmoon,NF,970-827-5715/970-945-2521,mid may-mid sep,NA,7,NH ND VT NW NS NR L$,CO,NW,Leadville,vault,FALSE,FALSE,FALSE,3144,30.26,USS0006K45S,2591,12.87
-106.415,38.521,SNOB,Snowblind,NF,970-641-0471/970-874-6600,mid may-mid sep,NA,23,NH ND 16ft VT DW NS NR L$,CO,N,Sargents,vault,TRUE,FALSE,FALSE,2834,13.04,USS0006L03S,3280,7.39
-106.41,39.068,PARP,Parry Peak,NF,719-486-0749/719-545-8737,mid may-mid sep,NA,26,NH DP 32ft VT DW NS NR,CO,NA,NA,vault,TRUE,FALSE,FALSE,2884,NA,USC00058501,2806,5.81
-115.842,49.484,JIMS,Jimsmith Lake Provincial Park,PP,250-422-3003,NA,NA,28,NR,BC,NA,NA,NA,NA,FALSE,NA,NA,NA,CA001152105,940,15.36
-106.806,35.997,RIOD,Rio De Las Vacas,NF,505-289-3264/505-438-7840,mid may-mid oct,NA,16,NH ND VT DW NS NR L$,NM,E,Cuba,vault,TRUE,FALSE,FALSE,2530,14,USS0006P10S,2621,2.19
-106.422,39.523,TIGI,Tigiwon,NF,NA,NA,NA,9,NH ND 25ft VT NW NS RS,CO,S,Vail,vault,FALSE,TRUE,FALSE,3065,13.68,USS0006K39S,3139,11.36
-106.397,39.158,HALW,Halfmoon West,NF,719-486-0749/719-545-8737,NA,NA,16,NH ND 16ft NS NR,CO,SW,Leadville,NA,NA,FALSE,FALSE,3040,13.68,USC00058501,2806,8.16
-106.609,40.935,BICL,Big Creek Lakes,NF,970-723-8204/307-745-2300,early jun-mid sep,NA,54,NH ND 76ft VT DW NS RS PA L$,CO,NA,NA,vault,TRUE,TRUE,FALSE,2747,NA,USS0006J19S,2847,16.12
-106.396,39.161,HALE,Halfmoon East,NF,719-486-0749/719-545-8737,NA,NA,6,NH ND 15ft NS NR,CO,SW,Leadville,NA,NA,FALSE,FALSE,3034,13.36,USC00058501,2806,8.42
-106.431,37.959,STOR,Storm King,NF,719-655-2547/719-852-5941,NA,NA,11,NH ND 20ft VT DW NS NR,CO,SW,Saguache,vault,TRUE,FALSE,FALSE,2865,29.13,USS0006M26S,3396,11.4
-106.427,37.908,POSO,Poso,NF,719-655-2547/719-852-5941,NA,NA,11,NH ND 20ft VT DW NS NR,CO,SW,Saguache,vault,TRUE,FALSE,FALSE,2714,32.03,USS0006M26S,3396,13.57
-115.245,49.32,SUZA,Suzanne Lake,SF,NA,NA,2wd OK,10,NH ND PT NW NS NR N$,BC,S,Galloway,pit,FALSE,FALSE,FALSE,823,6.28,CA001152850,1001,22.3
-106.367,39.09,WHIS,White Star,NF,719-486-0749/719-545-8737,early jun-mid sep,NA,66,NH DP 32ft VT DW NS RS,CO,NA,NA,vault,TRUE,TRUE,FALSE,2832,NA,USC00058501,2806,1.41
-106.366,39.098,LAKT,Lakeview - Twin Lakes,NF,719-486-0749/719-545-8737,early jun-late aug,NA,27,NH ND 34ft VT DW NS RS,CO,S,Leadville,vault,TRUE,TRUE,FALSE,2912,18.19,USC00058501,2806,1.35
-106.673,36.355,RIOC,Rio Chama,NF,505-638-5526/505-438-7840,NA,NA,10,NH ND VT NW NS NR,NM,NW,Abiquiu,vault,FALSE,FALSE,FALSE,1954,35.73,USC00290041,1945,25.44
-115.267,49.345,NORT,North Star Lake,SF,NA,NA,2wd OK-RVs can access,10,NH ND PT NW NS NR L$,BC,SW,Galloway,pit,FALSE,FALSE,FALSE,853,4.35,CA001152850,1001,21.16
-106.477,37.309,LKF1,Lake Fork,NF,719-274-8971/719-852-5941,mid may-mid sep,NA,20,NH ND 22ft VT DW NS RS,CO,NW,Antonito,vault,TRUE,TRUE,FALSE,2904,48.76,USS0006M23S,3353,10.19
-106.36,39.258,MATC,Matchless,NF,719-486-0749/719-545-8737,NA,NA,17,NR,CO,W,Leadville,NA,NA,FALSE,NA,3023,5.79,USC00058064,2968,1.37
-106.366,39.472,BLOD,Blodgett,NF,970-827-5715/970-945-2521,NA,NA,6,NH ND 30ft VT DW NS NR,CO,S,Vail,vault,TRUE,FALSE,FALSE,2711,18.67,USS0006K39S,3139,16.48
-106.366,39.472,HORN,Hornsilver,NF,970-827-5715/970-945-2521,mid jun-mid sep,NA,7,NH ND 30ft VT DW NS NR,CO,SE,Minturn,vault,TRUE,FALSE,FALSE,2711,13.84,USS0006K39S,3139,16.48
-106.356,39.275,TABO,Tabor,NF,719-486-0749/719-545-8737,NA,NA,44,NH DP 36ft FT DW NS NR,CO,NW,Leadville,flush,TRUE,FALSE,FALSE,3028,6.12,USC00058064,2968,3.14
-106.354,39.26,SILD,Silver Dollar,NF,719-486-0749/719-545-8737,early jun-late aug,NA,43,NH DP 22ft FT DW NS RS,CO,W,Leadville,flush,TRUE,TRUE,FALSE,3029,5.31,USC00058064,2968,1.91
-106.723,36.101,RIOP,Rio Puerco,NF,505-638-5526/505-438-7840,NA,NA,4,NH ND VT NW NS NR N$,NM,SW,Coyote,vault,FALSE,FALSE,FALSE,2512,12.07,USS0006N16S,2836,11.11
-106.353,39.264,MOLB,Molly Brown,NF,719-486-0749/719-545-8737,early jun-late aug,NA,49,NH DP 32ft FT DW NS RS,CO,W,Leadville,flush,TRUE,TRUE,FALSE,3031,5.47,USC00058064,2968,2.27
-118.085,50.069,RICH,Richy,SF,NA,NA,2wd OK-swimming,5,NH ND PT NW NS NR N$,BC,NW,Burton,pit,FALSE,FALSE,FALSE,640,17.22,CA001145297,512,29.17
-106.352,39.276,FATH,Father Dyer,NF,719-486-0749/719-545-8737,early jun-late aug,NA,26,NH DP 32ft FT DW NS RS,CO,NW,Leadville,flush,TRUE,TRUE,FALSE,3051,5.79,USC00058064,2968,3.39
-106.351,39.27,BABY,Baby Doe,NF,719-486-0749/719-545-8737,early jun-late aug,NA,50,NH DP 32ft FT DW NS RS PA,CO,NW,Leadville,flush,TRUE,TRUE,FALSE,3036,5.47,USC00058064,2968,2.89
-106.349,39.269,BELC,Belle of Colorado,NF,719-486-0749/719-545-8737,NA,Tent only,19,NH ND FT DW NS NR,CO,W,Leadville,flush,TRUE,FALSE,FALSE,3034,5.31,USC00058064,2968,2.91
-125.427,50.275,ELKB,Elk Bay,SF,NA,NA,2wd OK,10,NH ND PT NW NS NR N$,BC,NA,NA,pit,FALSE,FALSE,FALSE,NA,NA,CA001023462,17,25.33
-106.338,38.709,IROC,Iron City,NF,719-539-3591/719-545-8737,NA,NA,15,NH ND 35ft VT DW NS NR,CO,W,Nathrop,vault,TRUE,FALSE,FALSE,3040,23.17,USS0006L05S,3213,2.96
-106.893,42.136,SEMI,Seminoe State Park,SP,307-320-3013,all year,3 campgrounds,95,RS,WY,NE,Sinclair,NA,NA,TRUE,NA,1957,44.1,USC00488074,2126,2.78
-113.519,48.696,RISI,Rising Sun - Glacier National Park,NP,406-888-7800,NA,NA,85,NH DP 25ft NS NR,MT,SW,St Mary,NA,NA,FALSE,FALSE,1392,8.53,USW00004130,1388,8.07
-108.384,44.842,LOVE,Lovell Camper Park,CP,307-548-6551,all year,NA,15,NH DP 32ft DW SH L$,WY,NE,Lovell,NA,TRUE,NA,TRUE,1165,0.64,USC00485770,1170,1.67
-118.09,50.084,STEV,Stevens Creek,SF,NA,NA,2wd OK-swimming,13,NH ND PT NW NS NR N$,BC,NW,Burton,pit,FALSE,FALSE,FALSE,640,18.35,CA001145297,512,28.18
-106.325,39.092,DEXT,Dexter,NF,719-486-0749/719-545-8737,NA,NA,24,NH ND 37ft VT DW NS NR,CO,NA,NA,vault,TRUE,FALSE,FALSE,2823,NA,USC00058501,2806,2.29
-126.308,50.166,SCHO,Schoen Lake Provincial Park,PP,250-974-5556,NA,NA,9,NR,BC,NA,NA,NA,NA,FALSE,NA,NA,NA,CA001037899,9,35.64
-106.325,38.516,MONA,Monarch Park,NF,719-539-3591/719-545-8737,early jun-mid sep,NA,37,NH ND 40ft VT DW NS RS,CO,W,Poncha Springs,vault,TRUE,TRUE,FALSE,3201,21.57,USS0006L03S,3280,3.17
-106.32,38.612,NORR,North Fork Reservoir,NF,719-539-3591/719-545-8737,mid may-mid sep,no rvs,9,NH ND 25ft VT NW NS NR L$,CO,W,Salidas,vault,FALSE,FALSE,FALSE,3497,29.77,USS0006L05S,3213,10.69
-119.155,50.262,BECK,Becker Lake,SF,NA,NA,2wd OK,8,NH ND PT NW NS NR N$,BC,NA,NA,pit,FALSE,FALSE,FALSE,1219,NA,CA001128582,482,5.97
-106.316,38.813,COLP,Collegiate Peaks,NF,719-539-3591/719-545-8737,mid may-mid sep,NA,56,NH ND 35ft VT DW NS RS,CO,W,Buena Vista,vault,TRUE,TRUE,FALSE,3012,16.25,USS0006L05S,3213,13.39
-125.495,50.288,STEL,Stella Beach,SF,NA,NA,2wd OK-RVs can access - swimming,15,NH ND PT NW NS NR N$,BC,NA,NA,pit,FALSE,FALSE,FALSE,NA,NA,CA001023462,17,29.68
-110.3,46.799,HAVC,Hay Canyon,NF,406-566-2292/406-791-7701,NA,NA,9,NH ND NW NS NR,MT,SW,Utica,NA,FALSE,FALSE,FALSE,1586,24.62,USW00004140,1545,9.56
-125.571,50.289,PYBE,Pye Beach,SF,NA,NA,2wd OK,10,NH ND PT NW NS NR N$,BC,NA,NA,pit,FALSE,FALSE,FALSE,NA,NA,CA001023462,17,33.82
-106.314,39.42,CAMH,Camp Hale Memorial,NF,970-827-5715/970-945-2521,early jun-late aug,NA,21,NH ND 60ft VT DW NS RS N$,CO,SE,Minturn,vault,TRUE,TRUE,FALSE,2843,21.08,USS0006K08S,3475,10.78
-106.444,37.171,CONE,Conejos,NF,719-274-8971/719-852-5941,mid may-mid sep,NA,15,NH ND 22ft VT DW NS NR,CO,W,Antonito,vault,TRUE,FALSE,FALSE,2680,39.91,USS0006M22S,3060,16.77
-110.519,46.979,DRYW,Dry Wolf,NF,406-566-2292/406-791-7701,NA,NA,27,NH ND 45ft VT DW NS NR,MT,SW,Stanford,vault,TRUE,FALSE,FALSE,1802,29.93,USW00004140,1545,20.39
-113.674,48.798,MANY,Many Glacier - Glacier National Park,NP,406-888-7800,NA,NA,NA,NH DP 35ft NS NR,MT,W,Babb,NA,NA,FALSE,FALSE,1500,18.67,USS0013A27S,1494,0.37
-115.303,49.412,TIEL,Tie Lake,SF,NA,NA,2wd OK-RVs can access,13,NH ND PT NW NS NR L$,BC,N,Jaffray,pit,FALSE,FALSE,FALSE,853,4.51,CA001153034,856,16.63
-106.302,38.547,GARF,Garfield,NF,NA,NA,NA,11,35ft VT DW NR,CO,W,Salida,vault,TRUE,FALSE,NA,3022,26.39,USS0006L03S,3280,7.14
-106.439,37.168,SPEC,Spectacle Lake,NF,719-274-8971/719-852-5941,mid may-mid sep,NA,24,NH ND 22ft VT DW NS NR,CO,W,Antonito,vault,TRUE,FALSE,FALSE,2679,39.43,USS0006M22S,3060,16.45
-106.292,38.782,COTW,Cottonwood Lake,NF,719-539-3591/719-545-8737,NA,NA,24,NH ND 40ft VT DW NS NR,CO,SW,Buena Vista,vault,TRUE,FALSE,FALSE,2972,15.45,USS0006L05S,3213,11.35
-106.728,35.884,FENT,Fenton Lake State Park,SP,575-829-3630,mid may-mid sep,NA,35,NH ND 40ft VT DW NS RS PA L$,NM,N,Jemez Springs,vault,TRUE,TRUE,FALSE,2352,13.2,USC00299820,2506,7.28
-106.866,42.198,KORT,Kortes Reservoir Miracle Mile Dispersed,BOR,307-261-5628,NA,11 primitive camp areas,NA,NH ND VT NS NR,WY,SW,Leo,vault,NA,FALSE,FALSE,1803,7.72,USC00485525,1840,0.91
-109.836,46.435,CHEF,Chief Joseph City Park,CP,406-632-5532,NA,NA,NA,E ND NS L$,MT,W,Harlowton,NA,NA,NA,FALSE,1274,0.16,USC00243939,1274,0.45
-125.585,50.298,PYEB,Pye Bay,SF,NA,NA,2wd OK,8,NH ND PT NW NS NR N$,BC,NA,NA,pit,FALSE,FALSE,FALSE,NA,NA,CA001022795,8,34.02
-106.838,35.506,OJIT,Ojito Wilderness,BLM,NA,NA,no facil,NA,NH ND NT NW NS NR N$,NM,SW,San Ysidro,none,FALSE,FALSE,FALSE,1828,8.85,USC00294366,1642,29.71
-106.709,35.93,CALA,Calaveras,NA,NA,NA,NA,5,NW,NM,N,Jemez Springs,NA,FALSE,NA,NA,2438,18.02,USC00299820,2506,3.95
-106.449,37.047,TRUJ,Trujillo Meadows,NF,719-274-8971/719-852-5941,NA,NA,50,NH ND 22ft VT DW NS NR,CO,NA,NA,vault,TRUE,FALSE,FALSE,3100,NA,USS0006M22S,3060,3
-110.285,46.815,INDI,Indian Hill,NF,406-566-2292/406-791-7701,NA,NA,7,NH ND NW NS NR,MT,SW,Utica,NA,FALSE,FALSE,FALSE,1573,22.37,USW00004140,1545,7.76
-106.353,37.683,DEL,Del Norte City Park,CP,NA,NA,NA,NA,NH ND NS,CO,N,Del Norte,NA,NA,NA,FALSE,2401,0.48,USC00052184,2391,4.04
-126.445,50.177,LOWK,Lower Klaklakama,SF,NA,NA,2wd OK,5,NH ND PT NW NS NR N$,BC,NA,NA,pit,FALSE,FALSE,FALSE,NA,NA,CA001039035,103,28.02
-106.325,39.874,ELLI,Elliott Creek,NF,970-468-5400/970-945-2521,mid may-mid sep,NA,15,NH ND 22ft VT NW NS NR L$,CO,NW,Silverthorne,vault,FALSE,FALSE,FALSE,2460,34.76,USS0006K29S,3206,8.28
-116.859,49.87,GARL,Garland Bay,SF,NA,NA,swimming,23,NH ND PT NW NS NR L$,BC,N,Riondel,pit,FALSE,FALSE,FALSE,549,11.91,CA001143900,600,6.65
-121.119,50.484,BIGO,Big Ok - Island Lake,SF,NA,NA,2wd OK,NA,NH ND PT NW NS NR N$,BC,NE,Spences Bridge,pit,FALSE,FALSE,FALSE,1494,18.67,CA001160515,327,28.38
-111.205,47.501,GATE,Gateway Military - Malmstrom AFB,MIL,406-731-3263,NA,2 camps - military only - do not use our lat/lon - contact them for directions and info,NA,E DP FT DW SH RS,MT,E,Great Falls,flush,TRUE,TRUE,TRUE,1069,6.76,USC00243749,1068,5.77
-106.307,39.837,CATA,Cataract Creek,NF,970-468-5400/970-945-2521,mid may-mid sep,NA,5,NH ND 25ft VT DW NS NR L$,CO,NW,Silverthorne,vault,TRUE,FALSE,FALSE,2621,30.74,USS0006K29S,3206,10
-106.685,35.934,SEVE,Seven Springs,NF,NA,NA,NA,7,NH ND NW NS NR,NM,NE,Seven Springs,NA,FALSE,FALSE,FALSE,2464,1.77,USC00299820,2506,5.79
-106.309,39.889,WILL,Willows,NF,970-468-5400/970-945-2521,mid may-mid sep,NA,35,NH ND VT DW NS NR L$,CO,NW,Silverthorne,vault,TRUE,FALSE,FALSE,2423,35.24,USS0006K29S,3206,10.03
-106.362,37.445,COMS,Comstock,NF,719-657-3321/719-852-5941,NA,NA,8,NH ND 30ft VT NW NS NR N$,CO,SW,Monte Vista,vault,FALSE,FALSE,FALSE,2973,23.98,USS0006M21S,3542,15.99
-110.29,46.848,JUDI,Judith Station,NF,406-566-2292/406-791-7701,NA,NA,3,NH ND 30ft VT DW NS NR,MT,SW,Utica,vault,TRUE,FALSE,FALSE,1527,20.12,USW00004140,1545,4.08
-110.071,46.673,JELL,Jellison Place,NF,406-632-4391/406-791-7701,NA,NA,10,NH VT NW NR,MT,SW,Buffalo,vault,FALSE,FALSE,NA,1750,24.78,USC00243947,1403,14.22
-106.275,39.627,GORC,Gore Creek,NF,970-827-5715/970-945-2521,mid may-mid sep,some secluded walk in sites,25,NH ND 55ft VT NW NS NR,CO,E,Vail,vault,FALSE,FALSE,FALSE,2679,8.69,USC00058575,2531,6.91
-125.518,50.338,LITT,Little Bear Bay,SF,NA,NA,2wd OK-RVs can access,10,NH ND PT NW NS NR N$,BC,NA,NA,pit,FALSE,FALSE,FALSE,NA,NA,CA001023462,17,34.87
-122.155,50.532,ROGE,Rogers Creek,SF,NA,NA,2wd OK-RVs can access,15,NH ND PT NW NS NR N$,BC,E,Darcy,pit,FALSE,FALSE,FALSE,884,23.01,CA001086082,204,48.53
-106.245,38.71,CASC,Cascade,NF,719-539-3591/719-545-8737,mid may-mid sep,NA,22,NH ND 30ft VT DW NS RS,CO,W,Nathrop,vault,TRUE,TRUE,FALSE,2763,15.29,USS0006L05S,3213,10.93
-120.036,50.422,PRAT,Pratt Lake,SF,NA,NA,2wd OK,8,NH ND PT NW NS NR N$,BC,W,Westwold,pit,FALSE,FALSE,FALSE,1311,19.47,CA00116C8P0,640,22.96
-113.446,48.751,STMA,St. Mary Lake - Glacier National Park,NP,406-888-7800,all year,NA,150,NH DP 35ft NS RS PA,MT,NW,St Mary,NA,NA,TRUE,FALSE,1381,1.45,USW00004130,1388,1.45
-110.305,46.886,JUDI,Judith River State WMA,SFW,NA,NA,Fish/Wildlife sites may have few facilitiies,NA,NH NR,MT,S,Stanford,NA,NA,FALSE,NA,1570,30.42,USW00004140,1545,1.2
-106.721,35.717,VIST,Vista Linda - Jemez Springs,NF,505-829-3535/505-438-7840,NA,NA,13,NH ND VT DW NS NR L$,NM,N,San Ysidro,vault,TRUE,FALSE,FALSE,1789,17.54,USW00003062,2657,23.9
-106.279,39.875,COWC,Cow Creek,NF,970-262-3442,early may-late sep,NA,40,NH ND VT NS RS PA L$,CO,NW,Silverthorne,vault,NA,TRUE,FALSE,2430,32.51,USS0006K29S,3206,12.18
-106.345,37.379,ALAM,Alamosa,NF,719-274-8971/719-852-5941,NA,NA,10,NH ND 22ft FT NW NS NR N$,CO,W,La Jara,flush,FALSE,FALSE,FALSE,2641,35.89,USS0006M23S,3353,18.16
-106.332,37.469,ROCM,Rock Creek - Monte Vista,NF,719-657-3321/719-852-5941,NA,NA,23,NH ND 30ft VT NW NS NR N$,CO,SW,Monte Vista,vault,FALSE,FALSE,FALSE,2809,20.44,USC00055706,2344,17.87
-106.233,38.713,CHAL,Chalk Lake,NF,719-539-3591/719-545-8737,mid may-mid sep,NA,19,NH ND 35ft VT DW NS RS,CO,W,Nathrop,vault,TRUE,TRUE,FALSE,2668,14.16,USS0006L05S,3213,12
-117.832,50.115,MCDC,McDonald Creek Provincial Park,PP,250-265-3592,NA,NA,46,RS,BC,NA,NA,NA,NA,TRUE,NA,462,NA,CA001145297,512,16.91
-108.555,45.214,SAGE,Sage Creek,NF,406-446-2103/406-657-6200,NA,high clearance vehicle,11,NH ND 30ft VT DW NS NR,MT,E,Bridger,vault,TRUE,FALSE,FALSE,1710,29.61,USC00246747,1237,24.48
-126.624,50.187,WOSS,Woss Lake,SF,NA,NA,2wd OK-swimming,25,NH ND PT NW NS NR N$,BC,SW,Woss,pit,FALSE,FALSE,FALSE,NA,4.02,CA001039035,103,19.03
-106.282,37.843,PENI,Penitente Canyon,BLM,719-852-5941,NA,unknown facil,NA,NH ND 25ft NS NR,CO,E,La Garita,NA,NA,FALSE,FALSE,2420,58.1,USC00052184,2391,17.05
-117.41,50.033,ROSE,Rosebery Provincial Park,PP,250-837-5734,NA,NA,36,NR,BC,NW,New Denver,NA,NA,FALSE,NA,555,5.31,CA001145460,568,4.81
-106.906,42.497,BISH,Bishops Point - Pathfinder Lake,CP,307-235-9311,NA,NA,40,NH ND VT NW NS L$,WY,W,Alcova,vault,FALSE,NA,FALSE,1787,16.74,USC00487105,1804,5.2
-106.224,38.714,MOUP,Mount Princeton,NF,719-539-3591/719-545-8737,mid may-mid sep,NA,19,NH ND 40ft VT DW NS RS,CO,W,Nathrop,vault,TRUE,TRUE,FALSE,2636,13.36,USS0006L05S,3213,12.79
-115.483,49.538,NORL,Norbury Lake Provincial Park,PP,250-422-3003,NA,NA,46,NR,BC,N,Wardner,NA,NA,FALSE,NA,NA,14.16,CA001153034,856,2.65
-106.221,38.583,ANGE,Angel of Shavano,NF,719-539-3591/719-545-8737,NA,NA,20,NH ND 45ft VT DW NS NR,CO,NW,Poncha Springs,vault,TRUE,FALSE,FALSE,2798,14.64,USS0006L03S,3280,14.64
-106.368,37.126,ELKO,Elk Creek,NF,719-274-8971/719-852-5941,mid may-mid sep,NA,31,NH ND 22ft VT DW NS NR,CO,W,Antonito,vault,TRUE,FALSE,FALSE,2652,32.35,USS0006M22S,3060,13.84
-106.526,36.36,ECHO,Echo Amphitheater,NF,505-684-2489/505-758-6200,all year,NA,9,NH ND 32ft VT DW NS NR L$,NM,NW,Abiquiu,vault,TRUE,FALSE,FALSE,2043,25.11,USC00290041,1945,15.94
-125.928,50.312,ELKC,Elk Creek,SF,NA,NA,2wd OK,8,NH ND PT NW NS NR L$,BC,NA,NA,pit,FALSE,FALSE,FALSE,NA,NA,CA001022795,8,16.18
-120.488,50.487,LACJ,Lac Le Jeune Provincial Park,PP,250-828-9533,NA,NA,144,RS,BC,E,Logan Lake,NA,NA,TRUE,NA,1312,23.17,CA001163780,345,23.85
-106.646,35.887,SANA,San Antonio-Jemez Springs,NF,505-829-3535/505-438-7840,NA,NA,30,E ND 35ft VT DW NS NR L$,NM,N,Jemez Springs,vault,TRUE,FALSE,FALSE,2382,13.84,USC00299820,2506,11.33
-106.481,41.225,FREN,French Creek,NF,307-326-5258/307-745-2300,mid jun-mid oct,NA,11,NH ND 20ft VT DW NS NR L$,WY,W,Centennial,vault,TRUE,FALSE,FALSE,2377,29.45,USS0006H19S,2572,11.77
